,M2.5_971259,M2.5_971259_Body,M2.5_971259_error_Body,M2.5_971259_P,M2.5_971259_error_P,M2.5_971259_SV,M2.5_971259_error_SV,M2.5_971259_SH,M2.5_971259_error_SH
840,,5.176160398426211e-05,2.3064765705270783e-06,4.986214516137565e-11,8.921563759441177e-07,1.3671678730635078e-09,2.8276282506705007e-06,3.966143904396153e-09,2.3064765705270783e-06
841,,5.468072473910908e-05,2.0367819728393224e-06,4.801856574463467e-11,8.380894530187014e-07,1.3237020787630002e-09,2.888723231789542e-06,4.254465703831612e-09,2.0367819728393224e-06
842,,3.948083516131657e-05,2.8506814074698103e-06,4.888832051023161e-11,7.655872701482736e-07,1.4234292559434696e-09,2.4466848836776273e-06,2.9429357141949082e-09,2.8506814074698103e-06
843,,4.982824520038914e-05,2.4784415289185557e-06,4.57702065875547e-11,7.672313313482138e-07,1.504184423620339e-09,3.00879003968857e-06,3.939965207596383e-09,2.4784415289185557e-06
844,,3.8377920162460864e-05,3.223671975677252e-06,4.6263771462398876e-11,8.665909660000258e-07,2.165366787649327e-09,2.804744075658858e-06,3.6319378744693218e-09,3.223671975677252e-06
845,,4.324559346795598e-05,2.314469093115021e-06,4.705566748846993e-11,7.831169204329089e-07,1.7848255145699752e-09,3.198471001540764e-06,3.6305150899705687e-09,2.314469093115021e-06
846,,4.6927483860857814e-05,2.493821755567023e-06,4.8613467821182854e-11,7.979838962385403e-07,1.7019487057618313e-09,3.1492676163562065e-06,3.983401948856294e-09,2.493821755567023e-06
847,,4.7300256093432015e-05,2.4691179644796567e-06,4.8555527848873755e-11,9.31738056601817e-07,1.8715301895442502e-09,3.010697003888842e-06,4.114756320140285e-09,2.4691179644796567e-06
848,,4.8486080775156024e-05,2.2607723816927612e-06,4.65424216406299e-11,8.372175972327389e-07,1.8469299369584725e-09,2.8389567698443784e-06,4.177059925562569e-09,2.2607723816927612e-06
849,,4.7849132810858376e-05,2.8232564564766332e-06,4.725882878315574e-11,7.72577440276578e-07,1.7366869057081531e-09,3.1675732965673288e-06,3.9675431809701594e-09,2.8232564564766332e-06
850,,4.367631855022131e-05,2.5478117128138688e-06,4.543898955563884e-11,8.650913935540221e-07,1.4293850288133037e-09,3.13727172181219e-06,3.3786500894154686e-09,2.5478117128138688e-06
851,,4.4127589881661115e-05,2.7376154567041614e-06,4.756008923429972e-11,8.219423861781625e-07,1.6607898724764307e-09,3.1793926724151576e-06,3.6058123315501987e-09,2.7376154567041614e-06
852,,4.775113120134093e-05,2.4862985495417656e-06,4.7528532524140335e-11,7.911781951526579e-07,1.92396900491522e-09,3.2083260489261826e-06,4.176932267807574e-09,2.4862985495417656e-06
853,,4.822536442917582e-05,2.2944150476088935e-06,4.674615518286348e-11,1.0038552532355353e-06,1.6298732928747664e-09,3.052450167240081e-06,3.995762405624672e-09,2.2944150476088935e-06
854,,5.09104216349701e-05,2.41747290117664e-06,4.6732370097067255e-11,7.51529983989195e-07,1.729489611711352e-09,3.034931255541715e-06,4.320655394209412e-09,2.41747290117664e-06
855,,4.7060812715320816e-05,2.2826070099357307e-06,4.68316008912089e-11,7.951493088701396e-07,1.6819159104704272e-09,2.8286735060065212e-06,3.874951219962516e-09,2.2826070099357307e-06
856,,4.2428471699605104e-05,2.6126472281452725e-06,4.5332750688394606e-11,6.652497905625715e-07,1.547933971393902e-09,3.296732972502111e-06,3.3596556986568823e-09,2.6126472281452725e-06
857,,5.053953434476665e-05,2.611803171395151e-06,4.56621647430784e-11,9.060838344348877e-07,1.2726602494252957e-09,3.266078039747494e-06,3.829373557690486e-09,2.611803171395151e-06
858,,5.2521330936160604e-05,2.278825629210417e-06,4.614159002192975e-11,8.479393994638781e-07,1.216312243362749e-09,3.0798770640902007e-06,3.959983913792936e-09,2.278825629210417e-06
859,,4.972080483279701e-05,2.332438285090832e-06,4.556645966306876e-11,8.200985754940591e-07,1.6795034452869407e-09,3.441622685773548e-06,4.146598015753491e-09,2.332438285090832e-06
860,,4.685760274128568e-05,2.3075007335917583e-06,4.3754654147884464e-11,9.228491439302263e-07,1.3690295167712619e-09,3.3000815311430228e-06,3.543761674142596e-09,2.3075007335917583e-06
861,,4.832346134193577e-05,2.3493490483961918e-06,4.540009608756837e-11,7.741076536593663e-07,1.6341749183401986e-09,3.214877573528158e-06,3.969189649272098e-09,2.3493490483961918e-06
862,,4.654933964310546e-05,2.5088673099693514e-06,4.230155939283907e-11,8.596070769894589e-07,1.7954383775178233e-09,2.992407052986873e-06,3.920908096206338e-09,2.5088673099693514e-06
863,,5.0884673203387664e-05,2.4650189846469447e-06,4.188293936991041e-11,7.960396086905638e-07,1.5549622514755488e-09,3.206121676239235e-06,4.108499155526525e-09,2.4650189846469447e-06
864,,5.0243329900293715e-05,2.402607529714557e-06,4.157246728322722e-11,8.392137278535119e-07,1.6301231823537175e-09,2.8088025656156667e-06,4.132767343212574e-09,2.402607529714557e-06
865,,4.20008403557698e-05,2.5210330128057155e-06,4.1842095862184694e-11,8.426322093172882e-07,1.5289099347482698e-09,2.9852909844255374e-06,3.276925478596943e-09,2.5210330128057155e-06
866,,5.195898880157432e-05,2.1983781345695484e-06,3.93408545423016e-11,8.220307234980761e-07,1.4494945431677875e-09,3.0852234696997746e-06,4.081845975702556e-09,2.1983781345695484e-06
867,,4.280541956665579e-05,2.5962508961297614e-06,3.821974028592135e-11,7.291442468713527e-07,1.3084712679135966e-09,3.01136852613881e-06,3.124622004271478e-09,2.5962508961297614e-06
868,,4.840148649039666e-05,2.217274144288162e-06,3.855892876329457e-11,7.585351616545592e-07,1.5832879226984349e-09,3.072489163852735e-06,3.853435360030514e-09,2.217274144288162e-06
869,,5.4449223530152545e-05,1.937472287717501e-06,4.196683064884177e-11,8.544997399995996e-07,1.2123274392326256e-09,3.454965872386686e-06,4.152899385206815e-09,1.937472287717501e-06
870,,4.695951235179992e-05,2.7346572220838472e-06,3.765849113482557e-11,7.817930164854526e-07,1.6136657802374582e-09,3.118413673012781e-06,3.812056621436458e-09,2.7346572220838472e-06
871,,4.400258306387675e-05,2.704794929721421e-06,3.88395305861279e-11,7.502495862261419e-07,1.387213994481569e-09,3.375342993474334e-06,3.3302345644220546e-09,2.704794929721421e-06
872,,4.5095871990737986e-05,2.364429412081079e-06,3.905778021859675e-11,8.200806592897155e-07,1.3435219980068845e-09,3.2089648229389053e-06,3.3791455169573507e-09,2.364429412081079e-06
873,,4.967414760061621e-05,2.2903461920667705e-06,3.726413175805468e-11,8.103215903765301e-07,1.5196266262934342e-09,2.9499210581289547e-06,3.946828333480238e-09,2.2903461920667705e-06
874,,4.437442832779451e-05,2.843491946860041e-06,3.780507570370963e-11,7.923449751448318e-07,1.4774127767003087e-09,2.8520177546733728e-06,3.388851312882441e-09,2.843491946860041e-06
875,,4.056401885901731e-05,2.7480973000684156e-06,3.585948483809566e-11,8.21885925542626e-07,1.6248367650594773e-09,3.2903825124601947e-06,3.242230738503629e-09,2.7480973000684156e-06
876,,4.851596185930338e-05,2.6678000709018785e-06,3.8478285590956627e-11,8.361904424502318e-07,1.2672580281664917e-09,3.03998088340521e-06,3.587730162806644e-09,2.6678000709018785e-06
877,,4.805474467145762e-05,2.508283897946237e-06,3.515356807693287e-11,8.50256267333286e-07,1.481337350636461e-09,3.044849540123004e-06,3.766210291766585e-09,2.508283897946237e-06
878,,4.378579191890748e-05,2.857865931926393e-06,3.606995233746457e-11,8.093452658990804e-07,1.2832897613419657e-09,2.6294587449247845e-06,3.204615367162156e-09,2.857865931926393e-06
879,,3.971990651731088e-05,2.7100714296157787e-06,3.427873439895356e-11,8.103150604800984e-07,1.292116926289945e-09,3.130054064691943e-06,2.828701082398983e-09,2.7100714296157787e-06
880,,4.3591050514874574e-05,2.7168574313563146e-06,3.313360021906436e-11,8.210260190954146e-07,1.5256441226054225e-09,3.2378691023666165e-06,3.4144250689056875e-09,2.7168574313563146e-06
881,,4.811199810848302e-05,2.257930589305077e-06,3.441821662387754e-11,7.629484655527835e-07,1.1389266946155138e-09,3.596790136460305e-06,3.4721576401228843e-09,2.257930589305077e-06
882,,4.2407308218042745e-05,2.827956927924538e-06,3.072085824608998e-11,8.263110562821694e-07,1.6326303354944364e-09,3.125793729434652e-06,3.426070458301966e-09,2.827956927924538e-06
883,,4.678588695591932e-05,2.5048070041728673e-06,3.284270853038539e-11,8.237626440002994e-07,1.3199833103338483e-09,3.2409482986682665e-06,3.512942181316322e-09,2.5048070041728673e-06
884,,4.5155861463264395e-05,2.585681209152474e-06,3.165519745272668e-11,7.092080579884291e-07,1.3512656374691148e-09,2.9845063934017195e-06,3.4311519184017063e-09,2.585681209152474e-06
885,,4.7163917345833094e-05,2.61590867533188e-06,3.171681406737421e-11,7.761546147864377e-07,1.455414041848837e-09,3.2080666032264864e-06,3.7197329960567354e-09,2.61590867533188e-06
886,,4.7675760471791706e-05,2.021592781700552e-06,3.305648862279071e-11,6.707844085012265e-07,1.4529089382025102e-09,3.59253647246941e-06,3.755259650373893e-09,2.021592781700552e-06
887,,3.7626122333497216e-05,2.8714369694529626e-06,2.958350490877325e-11,7.178257111682284e-07,1.2889826579743212e-09,2.685262179718937e-06,2.6824539007515717e-09,2.8714369694529626e-06
888,,4.135225765849581e-05,2.3818574661935573e-06,2.861204287903805e-11,7.518783106632757e-07,1.369840316154816e-09,3.6667700179759575e-06,3.049114743239101e-09,2.3818574661935573e-06
889,,4.5154810063167235e-05,2.635410505552686e-06,2.9123308411240456e-11,7.47254018780219e-07,1.5969047452226027e-09,3.36174072909298e-06,3.6454513310669348e-09,2.635410505552686e-06
890,,4.337438697874874e-05,2.7658649828467482e-06,2.8541585949464955e-11,7.105013905841868e-07,1.226782606273858e-09,3.080821547377443e-06,3.14651461624375e-09,2.7658649828467482e-06
891,,4.7921702368272664e-05,2.3266729705698695e-06,2.75673789446945e-11,7.642312737742549e-07,1.5395676590918272e-09,3.140512524090085e-06,3.805355339464863e-09,2.3266729705698695e-06
892,,4.4138784456756806e-05,2.336410412245113e-06,2.5530415573369417e-11,6.758459826983621e-07,9.950679486465804e-10,2.806779631951085e-06,2.921134944333666e-09,2.336410412245113e-06
893,,5.031619424611497e-05,2.1415461043103754e-06,2.5883553918957233e-11,6.531308760655196e-07,1.9014714346233635e-09,3.4675475359696312e-06,4.451759431932494e-09,2.1415461043103754e-06
894,,3.966385584392133e-05,2.4539935949774624e-06,2.2649773379441032e-11,7.144394691138868e-07,1.2865711504770987e-09,3.071472805719453e-06,2.8547793992481736e-09,2.4539935949774624e-06
895,,4.7560487393551556e-05,2.6870861340824624e-06,2.3415872049448434e-11,6.477355904282128e-07,1.0911670210634336e-09,2.8019187830112667e-06,3.3040148677974286e-09,2.6870861340824624e-06
896,,4.53223557317994e-05,2.615381318015049e-06,2.271449458845638e-11,6.612862899742311e-07,1.107729025502114e-09,3.4271323467020226e-06,3.164793509345762e-09,2.615381318015049e-06
897,,4.719641829586914e-05,2.7360526786278217e-06,2.1901736222224802e-11,7.401899448197534e-07,1.0250292783939964e-09,3.158639733737414e-06,3.2267917336758995e-09,2.7360526786278217e-06
898,,4.5937482593832176e-05,2.8963475220819427e-06,2.0898744195167335e-11,6.500575743050538e-07,1.3456288659338355e-09,2.9189732834516876e-06,3.4871643843541144e-09,2.8963475220819427e-06
899,,4.390706705588666e-05,2.839912934149294e-06,1.895244224585671e-11,6.214051332165293e-07,8.765604909676241e-10,3.2211046250620487e-06,2.792116130560465e-09,2.839912934149294e-06
900,,4.3967078924230874e-05,2.436489979578749e-06,1.9092710164447883e-11,6.192495233686607e-07,7.642376181920329e-10,2.997239922269212e-06,2.6738904846423864e-09,2.436489979578749e-06
901,,4.674830919476995e-05,2.4902261911210814e-06,1.8510811817468377e-11,6.981347404961508e-07,1.1634046877279958e-09,3.3801912465285016e-06,3.2970794911527746e-09,2.4902261911210814e-06
902,,4.551289504060466e-05,2.544687991130418e-06,1.7542019322780687e-11,7.14272742296672e-07,1.002127735467047e-09,3.41571415197186e-06,3.0791337833607436e-09,2.544687991130418e-06
903,,4.27186517728282e-05,2.5557471280288116e-06,1.7437359961652913e-11,6.64876426149476e-07,1.0862474539071426e-09,2.661923414159148e-06,2.8217908276572907e-09,2.5557471280288116e-06
904,,4.0647905616455625e-05,2.7005878410745807e-06,1.748271435007648e-11,7.341671128516732e-07,8.55311106741628e-10,3.2773582234522935e-06,2.5321781546673915e-09,2.7005878410745807e-06
905,,3.542104851588378e-05,2.690150206648352e-06,1.6538565477238204e-11,6.756601963094763e-07,8.234850908605762e-10,3.316278754797349e-06,2.044818589939369e-09,2.690150206648352e-06
906,,4.086900489822032e-05,3.0436754299074098e-06,1.5905560759511092e-11,6.174577994800978e-07,1.2314850147211728e-09,3.230179204869637e-06,2.9152007437974477e-09,3.0436754299074098e-06
907,,4.318842001397651e-05,2.7773781780747673e-06,1.6071957860521363e-11,6.166775135279953e-07,1.207339681950872e-09,3.193350399262327e-06,3.06526558901409e-09,2.7773781780747673e-06
908,,4.135241957944775e-05,3.085769979238001e-06,1.5354990872792598e-11,6.142705644694737e-07,1.300625202806418e-09,3.3761723025540032e-06,3.0319886519462873e-09,3.085769979238001e-06
909,,3.558674013994778e-05,2.6356788063666264e-06,1.4714559612333498e-11,5.972344972921108e-07,1.1904047397746727e-09,2.9610815449346317e-06,2.4450564790410407e-09,2.6356788063666264e-06
910,,3.6106521182822495e-05,3.0161366326366187e-06,1.494350732320773e-11,6.962874761722908e-07,8.380679080672394e-10,3.4405618151901722e-06,2.146631742458834e-09,3.0161366326366187e-06
911,,4.419321467397291e-05,2.7037320488666293e-06,1.4788525167555462e-11,6.753157621235282e-07,1.1383645148769866e-09,2.8266867245850627e-06,3.113179993753055e-09,2.7037320488666293e-06
912,,3.815178531832361e-05,2.725990076141853e-06,1.5544002899495354e-11,6.93420381538183e-07,1.1587645149585448e-09,3.540365894279725e-06,2.5485936123007234e-09,2.725990076141853e-06
913,,4.354138660176374e-05,2.412110889298422e-06,1.5188717604705408e-11,6.117691581361456e-07,1.0133315796878134e-09,3.0632839078892395e-06,2.8960438315147887e-09,2.412110889298422e-06
914,,3.996289913173094e-05,2.981207429966215e-06,1.6010095190933924e-11,5.770756072668491e-07,1.0618774608696145e-09,3.355915722720281e-06,2.639066901202607e-09,2.981207429966215e-06
915,,3.286658726698533e-05,3.166126171636297e-06,1.8186324635104442e-11,6.815332399112611e-07,1.2691618115306022e-09,3.0574427143332896e-06,2.3601178297320464e-09,3.166126171636297e-06
916,,3.895944296041675e-05,2.807720675098361e-06,1.6717028798050215e-11,7.162319255584094e-07,1.0757668854817402e-09,3.4129511390319125e-06,2.5604508290043843e-09,2.807720675098361e-06
917,,3.903653465159107e-05,2.8010306897022113e-06,1.671745552616378e-11,7.198215869525016e-07,1.6049508309577973e-09,3.1259796285966555e-06,3.132356034547356e-09,2.8010306897022113e-06
918,,4.1242733803044007e-05,2.5660023244164828e-06,1.8067096704733867e-11,7.152077065516302e-07,1.7062362927422132e-09,3.402192194643771e-06,3.401905642074427e-09,2.5660023244164828e-06
919,,3.6311702430370446e-05,2.912908201715983e-06,1.802344701374972e-11,6.803039467685273e-07,1.2233654844930594e-09,3.136301192596465e-06,2.518413721364843e-09,2.912908201715983e-06
920,,3.868176749955515e-05,2.8485516589745325e-06,1.9817886077448876e-11,7.966750833789899e-07,1.6163742865165799e-09,3.22328376863829e-06,3.0673793880794824e-09,2.8485516589745325e-06
921,,3.468599300160587e-05,2.2860870889326127e-06,2.0803918096502356e-11,7.794293088294058e-07,1.5506440168206946e-09,3.4433559702677006e-06,2.7441147237684706e-09,2.2860870889326127e-06
922,,2.6812254306292526e-05,3.276679571422501e-06,2.293190547572824e-11,8.493465824605452e-07,1.7588630566538442e-09,3.224485409432686e-06,2.4753155982711763e-09,3.276679571422501e-06
923,,2.7360093095794497e-05,2.5424748175399465e-06,2.3264618758378216e-11,7.474883958430808e-07,1.971524514141056e-09,3.376134563681501e-06,2.71597803858386e-09,2.5424748175399465e-06
924,,2.520848660205447e-05,2.540094618430345e-06,2.441092251627954e-11,9.113129921223014e-07,1.697654325947162e-09,3.6196478781517623e-06,2.306300750910653e-09,2.540094618430345e-06
925,,3.1656294576342916e-05,2.5425278289014374e-06,2.2299029810142374e-11,8.242209506090269e-07,2.264011786797243e-09,3.7960810271986765e-06,3.246119165615133e-09,2.5425278289014374e-06
926,,2.4056828448248602e-05,2.7270221876139943e-06,2.456475959546953e-11,7.509364686599721e-07,2.2928191884686296e-09,3.716719447261156e-06,2.900545227555391e-09,2.7270221876139943e-06
927,,2.372876553725634e-05,2.8606766056022228e-06,2.4993321429627716e-11,9.223849107281428e-07,2.5455948770266872e-09,4.349348305663315e-06,3.1251257050351226e-09,2.8606766056022228e-06
928,,1.6864179567118045e-05,2.7309194793900447e-06,2.4641239609038874e-11,8.615776104455513e-07,3.133382651089828e-09,3.7883414369675333e-06,3.413896258481861e-09,2.7309194793900447e-06
929,,1.6036797695244264e-05,2.6379847316003276e-06,2.475080456813466e-11,9.327729294119181e-07,2.7835650280785415e-09,4.263240967881549e-06,3.0543643141122136e-09,2.6379847316003276e-06
930,,2.010027989241263e-05,3.307684868661868e-06,2.5518270161394136e-11,9.96254378395585e-07,3.6160250415551382e-09,3.324174071059353e-06,4.015018995169708e-09,3.307684868661868e-06
931,,1.500385295994863e-05,2.9165742470082412e-06,2.8610178134573427e-11,1.0542626441093107e-06,3.751821330725298e-09,3.521321407033128e-06,3.965967027625121e-09,2.9165742470082412e-06
932,,8.906073924729374e-06,2.5279795872550987e-06,2.654277083588501e-11,9.504938636872696e-07,3.872478448653003e-09,3.3085569344031557e-06,3.963553777754096e-09,2.5279795872550987e-06
933,,5.54564626264578e-06,1.8101223052924243e-06,2.4507146504606758e-11,8.510140196618853e-07,2.420255533381708e-09,4.838308850320855e-06,2.4499992421938823e-09,1.8101223052924243e-06
934,,5.747178377894702e-07,2.474283247065895e-06,2.2249348173355475e-11,1.000163322587431e-06,3.0380784865673725e-09,4.989587797605048e-06,3.0385714949816092e-09,2.474283247065895e-06
935,,5.675924626853804e-06,2.3493533973538228e-06,2.2397071644119437e-11,9.771887635393636e-07,2.8338517708438776e-09,4.308802170385979e-06,2.870144653557698e-09,2.3493533973538228e-06
936,,8.627185742647636e-06,2.694250818387523e-06,1.9607406789644296e-11,9.720906345119754e-07,2.743618700588788e-09,4.693319161873436e-06,2.8276234129123167e-09,2.694250818387523e-06
937,,8.380999470789315e-06,2.69295347115468e-06,1.8081017612926736e-11,7.549851488118616e-07,2.8037783038466743e-09,4.782695909249485e-06,2.8656332749413706e-09,2.69295347115468e-06
938,,1.6951877249437935e-05,2.4747622708484976e-06,1.5536378596967206e-11,8.060953536373143e-07,2.5553581983699848e-09,4.0912529487238e-06,2.82235393514792e-09,2.4747622708484976e-06
939,,1.8078086053322697e-05,2.551589910508125e-06,1.4151758768884537e-11,9.035279804636404e-07,2.1528015466636873e-09,3.864282422110935e-06,2.461877589413514e-09,2.551589910508125e-06
940,,1.8056540714340894e-05,2.310661572945706e-06,1.162091341132879e-11,8.404336215778105e-07,2.395495079969687e-09,3.954610856543662e-06,2.7194264535580158e-09,2.310661572945706e-06
941,,2.078253885185437e-05,2.555889612284484e-06,1.1596439744466734e-11,8.128954740442533e-07,2.4821018406316983e-09,3.5519921887931605e-06,2.943737786966509e-09,2.555889612284484e-06
942,,2.929467678220402e-05,2.6206023323536633e-06,1.05373145158099e-11,6.901261950179808e-07,2.1887556836685216e-09,3.7071008091487757e-06,3.052858258391525e-09,2.6206023323536633e-06
943,,1.7422196507184955e-05,2.6189361963029045e-06,1.0576679339123332e-11,7.674648775962059e-07,1.4434573778027537e-09,4.698881590572936e-06,1.7385441616410513e-09,2.6189361963029045e-06
944,,2.0216299200258815e-05,2.546286527802145e-06,1.042879863015766e-11,6.824123619802651e-07,1.7354906581947929e-09,4.465780244422912e-06,2.1410084820134996e-09,2.546286527802145e-06
945,,2.663451630797908e-05,2.6207183156200423e-06,1.0458535678703091e-11,7.250082713514517e-07,2.269750157866484e-09,3.2711045266965576e-06,2.9675202474067985e-09,2.6207183156200423e-06
946,,2.1246073691305187e-05,2.79579685082337e-06,1.081537491329917e-11,7.270671812509894e-07,1.5303290709656333e-09,4.088161204001934e-06,1.9849452928648666e-09,2.79579685082337e-06
947,,1.7795514014070594e-05,2.7862943338235418e-06,1.143200189172068e-11,7.773342640206178e-07,1.2392195906824919e-09,5.747474644467219e-06,1.544709038132087e-09,2.7862943338235418e-06
948,,1.2644379360168441e-05,2.245466686635155e-06,1.2730537016385445e-11,8.226767679819525e-07,1.3835366745468141e-09,5.144565184578029e-06,1.54329531203301e-09,2.245466686635155e-06
949,,1.962533895693156e-05,2.997945157546863e-06,1.389681143184448e-11,7.953640164143981e-07,2.7292025533681393e-09,4.542802399684078e-06,3.100205518464058e-09,2.997945157546863e-06
950,,1.4101757576794973e-05,2.7963096907105078e-06,2.2586953241179783e-11,9.317484824737553e-07,3.000731615297916e-09,4.123188532992005e-06,3.2011000530633017e-09,2.7963096907105078e-06
951,,1.2269454062747663e-05,2.681041483616448e-06,2.718088155010972e-11,1.0054878847148774e-06,3.229781474762995e-09,3.583400103878285e-06,3.38207986161235e-09,2.681041483616448e-06
952,,2.4339122804317405e-06,3.0976428727449933e-06,2.71994048489406e-11,8.528216388990048e-07,3.0897059740666975e-09,4.6198872303338395e-06,3.098217068393938e-09,3.0976428727449933e-06
953,,3.998755504291329e-06,2.458566054482486e-06,3.013132712956679e-11,9.901116946258929e-07,3.444220566600022e-09,3.784765894686559e-06,3.456316538223954e-09,2.458566054482486e-06
954,,4.434702341394531e-06,3.048791371956223e-06,3.0197810773551087e-11,9.755011280961618e-07,3.905278185560971e-09,3.5710379771495494e-06,3.925064159194561e-09,3.048791371956223e-06
955,,2.354417346448608e-06,2.8517015049125286e-06,3.0213974029945785e-11,1.0922775644144228e-06,3.533848241689291e-09,4.371874618634252e-06,3.541071650880337e-09,2.8517015049125286e-06
956,,4.429253474775169e-06,2.5880253915789486e-06,2.8921404307294675e-11,1.0444258065970427e-06,3.561315267073202e-09,3.726984707121943e-06,3.582024148414303e-09,2.5880253915789486e-06
957,,1.6154083469913603e-05,2.9796251778008137e-06,2.954571143628565e-11,8.90973883773337e-07,3.9441713918945156e-09,3.3812585943004647e-06,4.196953410072415e-09,2.9796251778008137e-06
958,,7.3172326161254385e-06,1.8800546635991545e-06,2.9629027067648723e-11,9.840001494829918e-07,1.8197944707204076e-09,5.014478034418428e-06,1.8753383761354247e-09,1.8800546635991545e-06
959,,2.1089886490619523e-05,2.9684602587899485e-06,2.9267692411048786e-11,8.485232046724373e-07,3.392856727607981e-09,3.4538159612292203e-06,3.829671295848795e-09,2.9684602587899485e-06
960,,1.784261500116652e-05,2.5060428346415266e-06,2.7386157534717607e-11,8.524941626335524e-07,2.5905347537931e-09,4.288822037147548e-06,2.9302162608996765e-09,2.5060428346415266e-06
961,,2.202344806122313e-05,2.905562657669898e-06,2.686898544016191e-11,8.006005686520431e-07,3.0396625695969156e-09,3.6623233812191025e-06,3.5053721173105717e-09,2.905562657669898e-06
962,,2.6702947422861927e-05,2.696470702695197e-06,2.3719147528930893e-11,8.051714266678454e-07,2.6554279679093296e-09,4.1552357642827084e-06,3.339925900165329e-09,2.696470702695197e-06
963,,3.552466782838602e-05,2.987706399512206e-06,2.1957987711845652e-11,7.30787668932667e-07,1.5604403239145996e-09,3.580858595398187e-06,2.8157188324862702e-09,2.987706399512206e-06
964,,2.7230749008562704e-05,2.927476613901851e-06,1.9282300134416568e-11,8.880154641424204e-07,1.6692149972879457e-09,3.914460778922813e-06,2.4115903397805546e-09,2.927476613901851e-06
965,,3.3805999256020105e-05,3.078820989238199e-06,1.806680333560921e-11,8.212580547348861e-07,1.7892164874705386e-09,3.6197804059212314e-06,2.944748899605387e-09,3.078820989238199e-06
966,,3.394882121732133e-05,3.0233460027778013e-06,1.598497343353868e-11,8.196508963227852e-07,1.6048005107827206e-09,3.549572520663243e-06,2.760115144550391e-09,3.0233460027778013e-06
967,,3.346308661310242e-05,2.8875742808796623e-06,1.4626459513576286e-11,6.621991447496814e-07,1.493670988610286e-09,3.3815556538659424e-06,2.5861141677593456e-09,2.8875742808796623e-06
968,,2.9250686617292905e-05,2.849919692132602e-06,1.2694719729565767e-11,6.490295712217179e-07,1.39027926304303e-09,4.048893207689406e-06,2.256844916174052e-09,2.849919692132602e-06
969,,3.1073100708120085e-05,2.9781561554805087e-06,1.2318860910474587e-11,7.578867235315292e-07,1.1807325912828584e-09,3.768247679070963e-06,2.13372681550869e-09,2.9781561554805087e-06
970,,3.650313444009751e-05,3.1768486134176303e-06,1.0181365877637775e-11,6.856210724868617e-07,1.0404047633776478e-09,3.3576893407436174e-06,2.4020361394473154e-09,3.1768486134176303e-06
971,,2.956586722870085e-05,3.726345688045151e-06,8.497191622331016e-12,5.89414053923213e-07,1.1306279445632485e-09,3.1650905244507138e-06,2.007617958675693e-09,3.726345688045151e-06
972,,3.520313781812553e-05,2.7395625664803866e-06,8.540838650131974e-12,6.108842542395734e-07,9.70734104189849e-10,3.4845599417642693e-06,2.2067530261225757e-09,2.7395625664803866e-06
973,,3.741720448618717e-05,2.8297234492177332e-06,7.567276315047781e-12,5.951076741238037e-07,4.998586983449657e-10,3.1350762940105435e-06,1.902653990535057e-09,2.8297234492177332e-06
974,,2.6180607265482888e-05,3.638002906503494e-06,6.479528238667941e-12,5.525496328369848e-07,5.162968494680433e-10,3.232530427535821e-06,1.2036484864694736e-09,3.638002906503494e-06
975,,3.453822935624542e-05,2.9929671139514005e-06,5.7033819234868736e-12,5.959515927881043e-07,7.497142410291907e-10,3.5318327550529753e-06,1.9940196810780582e-09,2.9929671139514005e-06
976,,3.475994744164713e-05,3.3554883741473247e-06,4.6759921171839164e-12,5.017769721902844e-07,7.849877256788251e-10,3.495812436845194e-06,1.981928943277717e-09,3.3554883741473247e-06
977,,2.676487621694939e-05,3.443636147890577e-06,4.1683607025734645e-12,4.943062898034599e-07,4.845466252251546e-10,3.262217390403441e-06,1.1815526343265414e-09,3.443636147890577e-06
978,,2.5178116166009505e-05,3.1290829186473266e-06,3.5321540668536337e-12,4.479110184632369e-07,4.2346268276118653e-10,2.8650452815080643e-06,1.0377071182360908e-09,3.1290829186473266e-06
979,,2.6896851097216996e-05,3.5394721214949554e-06,3.241985035938357e-12,4.4113951650050233e-07,4.8171789888247e-10,3.1045151357093757e-06,1.2098499860053096e-09,3.5394721214949554e-06
980,,3.290895693627668e-05,3.47609149052562e-06,3.334120083460365e-12,4.829593646862661e-07,5.332971307352675e-10,3.2959566810556303e-06,1.5909235731000148e-09,3.47609149052562e-06
981,,3.461346814483747e-05,3.1446840423071927e-06,2.582788335851242e-12,4.197460842010559e-07,3.283837117932273e-10,2.986652661848139e-06,1.498300791121717e-09,3.1446840423071927e-06
982,,2.457023040230526e-05,3.2716904880756356e-06,2.224780481014185e-12,3.913923529304781e-07,2.3184884432700004e-10,2.9713431567518634e-06,8.308982609590121e-10,3.2716904880756356e-06
983,,2.5974819110518236e-05,3.272834844742681e-06,1.7620610069181457e-12,3.6992113183584787e-07,2.3862004308184436e-10,2.8250255288822453e-06,9.288866099122104e-10,3.272834844742681e-06
984,,2.700386691004373e-05,3.5472648738890503e-06,1.9245621343382447e-12,3.4237918380166885e-07,3.5885570574748666e-10,2.8615113164311724e-06,1.0467189194748646e-09,3.5472648738890503e-06
985,,1.7911892168313116e-05,3.361781092895475e-06,1.6235955126108546e-12,4.1430981525712434e-07,1.2387898117183712e-10,3.0178201835590182e-06,4.557924760685999e-10,3.361781092895475e-06
